ID,GT_NO2
X6877,1.0573306065701405e+17
PD03,8.917178645868613e+16
TV03,9.583814462636408e+16
X5561,8.91688513223623e+16
X5953,8.920539350726997e+16
X6701,9.588178207249026e+16
X6877,8.920241199724475e+16
PD03,1.2223235220680627e+17
TV03,1.2217605769691014e+17
X5561,1.220478439775404e+17
X5953,1.222749005419298e+17
X6701,1.2223559616951378e+17
X6877,1.2225717700756227e+17
PD03,1.0578884854483614e+17
TV03,1.057494546023457e+17
X5561,9.58241766127487e+16
X5953,9.588342163837224e+16
X6701,9.590107405195827e+16
X6877,9.587665931106258e+16
PD03,9.587473203561589e+16
TV03,9.585550327157005e+16
X5561,9.585540761383758e+16
X5953,9.592039154229934e+16
X6701,9.590333897476709e+16
X6877,9.590862601597306e+16
PD03,9.590010979624477e+16
TV03,9.588337466452043e+16
X5561,9.584380410556507e+16
X5953,9.590621233051712e+16
X6701,9.589605293493448e+16
X6877,9.589941109113136e+16
PD03,9.586338716477402e+16
TV03,9.585651292720525e+16
X5561,9.584641288550824e+16
X5953,9.59061002567929e+16
X6701,9.589576233488915e+16
X6877,9.58980194150216e+16
PD03,9.585486710434454e+16
TV03,9.583309580638283e+16
X5561,9.583034580878726e+16
X5953,9.589540167727853e+16
X6701,9.589823942945254e+16
X6877,9.588570998221085e+16
PD03,1.0083057611466467e+17
TV03,9.586621597666213e+16
X5561,1.0571043890835984e+17
X5953,1.0582000040578994e+17
X6701,1.0580474123946458e+17
X6877,1.057579922621583e+17
PD03,1.2217429674416598e+17
TV03,1.220935002703695e+17
X5561,1.2202142425431942e+17
X5953,1.2224715418806144e+17
X6701,1.2221304216165634e+17
X6877,1.2221749936500138e+17
PD03,1.0572420363907926e+17
TV03,1.0571957551447182e+17
X5561,9.584471126223522e+16
X5953,9.587873581866035e+16
X6701,9.588211892809312e+16
X6877,9.587334285950698e+16
PD03,1.0573238617188805e+17
TV03,9.579666277964845e+16
X5561,9.579656712191598e+16
X5953,1.0573883535843702e+17
X6701,1.0573888697993315e+17
X6877,1.057338656018864e+17
PD03,1.0571892696537731e+17
TV03,1.0571295799774138e+17
X5561,9.581823593088626e+16
X5953,9.587022207556394e+16
X6701,9.585467783824587e+16
X6877,1.0576567607928627e+17
PD03,9.587885662761541e+16
TV03,9.587919531277862e+16
X5561,1.0568788601056677e+17
X5953,9.588902519849669e+16
X6701,9.587756663025275e+16
X6877,9.588542789742454e+16
PD03,1.057382080839685e+17
TV03,1.0571643862897171e+17
X5561,9.580416230118453e+16
X5953,9.585682763711267e+16
X6701,9.584778750237438e+16
X6877,9.581897887910085e+16
PD03,7.074893855791833e+16
TV03,7.077015600596963e+16
X5561,7.076816674313131e+16
X5953,7.077436182997778e+16
X6701,7.077177527041263e+16
X6877,7.077181173295128e+16
PD03,7.077139694645767e+16
TV03,7.07702175648042e+16
X5561,7.0770121907071736e+16
X5953,7.076980743099171e+16
X6701,7.076985905248785e+16
X6877,7.076980585170437e+16
PD03,1.0575237467669283e+17
TV03,1.0572463946365786e+17
X5561,9.578639253531746e+16
X5953,1.0080274264151715e+17
X6701,1.0078893879092875e+17
X6877,1.0575292682120971e+17
PD03,9.584041425369965e+16
TV03,9.586750149791949e+16
X5561,9.583959705854229e+16
X5953,9.589700093269731e+16
X6701,9.588482797158518e+16
X6877,9.587843795149602e+16
PD03,7.076084284683594e+16
TV03,8.249821068563848e+16
X5561,7.076862022640961e+16
X5953,7.0772104868967576e+16
X6701,7.0771559655071576e+16
X6877,7.076262584333474e+16
PD03,9.586816273165941e+16
TV03,8.248897398067693e+16
X5561,9.58200475814704e+16
X5953,9.58811047666642e+16
X6701,9.587166837861827e+16
X6877,9.587725351501149e+16
PD03,1.0578703938226858e+17
TV03,1.05771096633151e+17
X5561,1.0572649741607184e+17
X5953,1.0582327098938157e+17
X6701,1.0580940325254547e+17
X6877,1.0581552857979424e+17
PD03,1.2223097666808824e+17
TV03,1.0571792494529502e+17
X5561,1.0570595088850206e+17
X5953,1.2225901054084194e+17
X6701,1.2225148564920982e+17
X6877,1.2225006568604618e+17
PD03,9.58374792578929e+16
TV03,9.584088571639272e+16
X5561,9.581058686338816e+16
X5953,9.586667359936328e+16
X6701,9.58720713368518e+16
X6877,9.585015779950688e+16
PD03,1.0574449667893438e+17
TV03,1.0573432997367128e+17
X5561,1.056862047454255e+17
X5953,1.0568589026934547e+17
X6701,1.0577138084298562e+17
X6877,1.0577611136094101e+17
PD03,1.0576485240340034e+17
TV03,1.057252493233079e+17
X5561,1.0572515366557544e+17
X5953,1.0578103183488216e+17
X6701,1.057810834563783e+17
X6877,1.0578103025559482e+17
PD03,1.0578110328353144e+17
TV03,9.582567599841222e+16
X5561,9.582558034067976e+16
X5953,9.582526586459973e+16
X6701,9.582531748609586e+16
X6877,9.582526428531238e+16
PD03,9.587437292187656e+16
TV03,9.585199986230038e+16
X5561,9.584248082650176e+16
X5953,9.587077876323061e+16
X6701,9.586144457354584e+16
X6877,9.587808958873811e+16
PD03,1.0582068542281963e+17
TV03,9.58767571861918e+16
X5561,9.586457082620155e+16
X5953,1.0581726415320675e+17
X6701,1.0580806402473762e+17
X6877,1.0581721353949971e+17
PD03,9.588210368826784e+16
TV03,9.586019089795566e+16
X5561,9.58540498890943e+16
X5953,9.585978076414317e+16
X6701,9.585160196232757e+16
X6877,9.588274671696635e+16
PD03,9.588639921949963e+16
TV03,9.586560767860138e+16
X5561,1.057167145107259e+17
X5953,9.589315819508112e+16
X6701,9.588485338203131e+16
X6877,9.58881774709172e+16
PD03,9.588825049885382e+16
TV03,9.585870915615531e+16
X5561,9.582838674187053e+16
X5953,9.584697471539053e+16
X6701,9.583777458692139e+16
X6877,9.585476936364795e+16
PD03,1.0581041428100038e+17
TV03,1.0577099134862278e+17
X5561,9.581092643593461e+16
X5953,9.58675401280405e+16
X6701,9.585845728505336e+16
X6877,9.586268932456114e+16
PD03,9.587219111340787e+16
TV03,9.586713128093757e+16
X5561,9.582913102539915e+16
X5953,9.587892401603675e+16
X6701,9.586984495383861e+16
X6877,9.588134371172134e+16
PD03,9.58515490995037e+16
TV03,9.584823634121514e+16
X5561,9.581395683868178e+16
X5953,9.587054582304674e+16
X6701,9.585610170631254e+16
X6877,9.586750151651773e+16
PD03,9.584352642650698e+16
TV03,9.584386511167019e+16
X5561,1.0568613444937482e+17
X5953,9.587141135147541e+16
X6701,9.58620502054939e+16
X6877,9.586798090361491e+16
PD03,9.586805393155154e+16
TV03,9.586839261671475e+16
X5561,1.2205744334550589e+17
X5953,1.2229372786684982e+17
X6701,1.2225649939956629e+17
X6877,1.2225644619878282e+17
PD03,1.2228049141963626e+17
TV03,1.222234171122647e+17
X5561,1.2210684709641624e+17
X5953,1.223344789170977e+17
X6701,1.2229616923957531e+17
X6877,1.2226492270758022e+17
PD03,1.2225204576405125e+17
TV03,1.2216999115073694e+17
X5561,1.2216989549300448e+17
X5953,1.2216958101692446e+17
X6701,1.2216963263842059e+17
X6877,1.221695794376371e+17
PD03,1.0571980895555515e+17
TV03,1.0569849662762486e+17
X5561,1.0569106033466934e+17
X5953,1.0575321444940117e+17
X6701,1.0574953108607416e+17
X6877,1.0574103383633466e+17
PD03,1.0574444844730085e+17
TV03,1.0565602298667568e+17
X5561,1.219845847955078e+17
X5953,1.219764763630017e+17
X6701,1.0569405092298349e+17
X6877,1.0569066593172682e+17
PD03,1.0568530056518498e+17
TV03,1.0568300245048304e+17
X5561,1.056869453978644e+17
X5953,1.0568228062191677e+17
X6701,1.0568655320885822e+17
X6877,1.0568730639677467e+17
PD03,8.24611529571361e+16
TV03,8.245536982736066e+16
X5561,7.06780957402583e+16
X5953,7.436777873068925e+16
X6701,7.073491762437381e+16
X6877,8.245704654888122e+16
PD03,1.2209241207320842e+17
TV03,1.2209275075837163e+17
X5561,1.402183754335848e+17
X5953,1.4021806095750477e+17
X6701,1.4058767984038357e+17
X6877,1.4062549740365498e+17
PD03,1.6171266668256634e+17
TV03,1.613034226154473e+17
X5561,1.6129064287899706e+17
X5953,1.616796890171689e+17
X6701,1.6167566027711888e+17
X6877,1.6161075525016416e+17
PD03,1.5104342088812755e+17
TV03,1.4061072896197672e+17
X5561,1.4060429126488776e+17
X5953,1.4061031882816422e+17
X6701,1.406062900881142e+17
X6877,1.6174886983803133e+17
PD03,1.6174464152868272e+17
TV03,1.617291320035395e+17
X5561,1.609190464339998e+17
X5953,1.6162185320107987e+17
X6701,1.6148821805008237e+17
X6877,1.6148545505098573e+17
PD03,1.6166328087298906e+17
TV03,1.6143865173420288e+17
X5561,1.6107495563688682e+17
X5953,1.6180964511242963e+17
X6701,1.6168911605985603e+17
X6877,1.6174171536706867e+17
PD03,1.6176523851158838e+17
TV03,1.6145613734358698e+17
X5561,1.610565630710486e+17
X5953,1.6182485816984045e+17
X6701,1.616957795524103e+17
X6877,1.617885571596228e+17
PD03,1.6178586247341632e+17
TV03,1.6178570350361056e+17
X5561,1.617820124522027e+17
X5953,1.6178524691255325e+17
X6701,1.617836816482177e+17
X6877,1.617861237985695e+17
PD03,1.6177998411109338e+17
TV03,1.617743947404317e+17
X5561,1.6178690062987062e+17
X5953,1.6178293602608458e+17
X6701,1.61786188139641e+17
X6877,1.617822975463173e+17
PD03,1.4056376605360738e+17
TV03,1.4042740133905237e+17
X5561,1.4024420459480453e+17
X5953,1.4068375139723763e+17
X6701,1.406266952781188e+17
X6877,1.4064802208319643e+17
PD03,1.4071393863652302e+17
TV03,1.4061254210371602e+17
X5561,1.406037913612489e+17
X5953,1.4082581721138838e+17
X6701,1.4082117481525792e+17
X6877,1.4080658374694682e+17
PD03,1.4079691749601549e+17
TV03,1.4078990213295496e+17
X5561,1.4079404783381006e+17
X5953,1.4079919015214691e+17
X6701,1.4079778868228485e+17
X6877,1.4079953560575802e+17
PD03,1.4079983011615418e+17
TV03,1.4079374439787325e+17
X5561,1.6111594446113466e+17
X5953,1.4089937791986854e+17
X6701,1.4082340841893707e+17
X6877,1.4082841114767064e+17
PD03,1.4083121520779656e+17
TV03,1.4082016776635333e+17
X5561,1.4083589677200928e+17
X5953,1.2215341278828253e+17
X6701,1.2215470250348858e+17
X6877,1.2213290570565818e+17
PD03,1.618865143535194e+17
TV03,1.511361389520913e+17
X5561,1.5113604329435882e+17
X5953,1.5113304295101914e+17
X6701,1.511275131581619e+17
X6877,1.511328575805625e+17
PD03,1.5113230122608986e+17
TV03,1.511361389520913e+17
X5561,1.5111880703539136e+17
X5953,1.511303570837614e+17
X6701,1.5111924587654403e+17
X6877,1.5113572723899146e+17
PD03,1.4079103728686104e+17
TV03,1.4066032051024712e+17
X5561,1.404436904755139e+17
X5953,1.4091760095114768e+17
X6701,1.408399821025201e+17
X6877,1.4087965964455493e+17
PD03,1.4073399481203414e+17
TV03,1.406751281016563e+17
X5561,1.4045067247945845e+17
X5953,1.4089653882740837e+17
X6701,1.4081492289347184e+17
X6877,1.4087084336386578e+17
PD03,1.221945318830873e+17
TV03,1.2213456965553544e+17
X5561,1.2213447399780298e+17
X5953,1.2213415952172294e+17
X6701,1.2219692107124798e+17
X6877,1.2222395660823336e+17
PD03,1.2222222976436046e+17
TV03,1.222214366739628e+17
X5561,1.2221479821177184e+17
X5953,1.22216996040024e+17
X6701,1.2221868639320582e+17
X6877,1.2221789109226334e+17
PD03,1.2221683014893381e+17
TV03,1.2221557337899362e+17
X5561,1.2221479821177184e+17
X5953,1.22216996040024e+17
X6701,1.2221336297739002e+17
X6877,1.2221789109226334e+17
PD03,1.0571287698184275e+17
TV03,1.056738317125786e+17
X5561,1.2200627225729171e+17
X5953,1.0572976803689395e+17
X6701,1.2218860159819646e+17
X6877,1.0572588109602755e+17
PD03,1.0572041402726498e+17
TV03,1.056876561785076e+17
X5561,1.0568428425060816e+17
X5953,1.0568724604469512e+17
X6701,1.0568729766619125e+17
X6877,1.0568724446540776e+17
PD03,1.0568408386157877e+17
TV03,1.0568172541046269e+17
X5561,1.0567773171050165e+17
X5953,1.0567983622326075e+17
X6701,1.0567367441483525e+17
X6877,1.0568296705371078e+17
PD03,1.0569179491694886e+17
TV03,1.0566154775207418e+17
X5561,1.0560677392194845e+17
X5953,1.0560645944586843e+17
X6701,1.0569641803249931e+17
X6877,1.0571071144764682e+17
PD03,1.6168578853306432e+17
TV03,1.6168316183420557e+17
X5561,1.609842755783163e+17
X5953,1.6178997445767926e+17
X6701,1.616763479705238e+17
X6877,1.617452686826627e+17
PD03,1.4090111176554712e+17
TV03,1.4079745518483326e+17
X5561,1.4054253343343454e+17
X5953,1.410012805657853e+17
X6701,1.409168820993543e+17
X6877,1.4094092838861808e+17
PD03,1.4094102140812373e+17
TV03,1.4094136009328696e+17
X5561,1.4094126443555448e+17
X5953,1.4094094995947446e+17
X6701,1.4093855604158555e+17
X6877,1.4093798786490082e+17
PD03,1.0570326782540459e+17
TV03,1.0565816883050021e+17
X5561,1.0561419329707814e+17
X5953,1.0561387882099813e+17
X6701,1.0570153149441534e+17
X6877,1.0570147829363186e+17
PD03,1.2227787575126523e+17
TV03,1.222170387078288e+17
X5561,1.2221694305009634e+17
X5953,1.1405134438313594e+17
X6701,1.0574542282901394e+17
X6877,1.1404109687716227e+17
PD03,9.579406058394634e+16
TV03,9.579522609709176e+16
X5561,1.0565316935782182e+17
X5953,9.582312193717797e+16
X6701,1.0574527811077213e+17
X6877,9.582123901250874e+16
PD03,1.2231313256581112e+17
TV03,1.2221849082455462e+17
X5561,1.2209064178320242e+17
X5953,1.2232708148154051e+17
X6701,1.2228130005579323e+17
X6877,1.2231950581229704e+17
PD03,1.2227467140836387e+17
TV03,1.2219778578888072e+17
X5561,1.2207138068988291e+17
X5953,1.223096627093768e+17
X6701,1.2227552359268558e+17
X6877,1.2229030559851885e+17
PD03,1.2223519792784976e+17
TV03,1.2214269518633077e+17
X5561,1.2205406608269474e+17
X5953,1.222739406138624e+17
X6701,1.222369737969016e+17
X6877,1.2225346717512205e+17
PD03,1.2223717672021648e+17
TV03,1.2214545394887123e+17
X5561,1.0562508866516715e+17
X5953,1.2227277347299998e+17
X6701,1.0570922169766251e+17
X6877,1.139870018133377e+17
PD03,1.406174351962228e+17
TV03,1.4061777388138602e+17
X5561,1.6103527953297328e+17
X5953,1.512948041131156e+17
X6701,1.616431527789265e+17
X6877,1.6170822820706163e+17
PD03,1.4080886511855744e+17
TV03,1.4077031991401634e+17
X5561,1.4055990787108517e+17
X5953,1.4100654276286771e+17
X6701,1.4095396311157624e+17
X6877,1.409639479952032e+17
PD03,1.0570869289606514e+17
TV03,1.2212286256230627e+17
X5561,1.2211034049038597e+17
X5953,1.2212245242849378e+17
X6701,1.2210996964643445e+17
X6877,1.0570132625470867e+17
PD03,1.4060603856009258e+17
TV03,1.4061001030675395e+17
X5561,1.403335536713727e+17
X5953,1.4077096720925091e+17
X6701,1.4072247896849773e+17
X6877,1.4075006367594394e+17
PD03,1.407465036423824e+17
TV03,1.4074673872298174e+17
X5561,1.3091741904456128e+17
X5953,1.3091710456848126e+17
X6701,1.404361062616071e+17
X6877,1.4043605306082362e+17
PD03,1.0562722559314515e+17
TV03,1.0561834165668507e+17
X5561,1.0556257096953098e+17
X5953,1.0565279018097019e+17
X6701,1.0565276152658502e+17
X6877,1.0564508415071048e+17
PD03,1.056451571786471e+17
TV03,1.056433950094959e+17
X5561,1.0564329935176342e+17
X5953,1.0564298487568341e+17
X6701,1.0564303649717954e+17
X6877,1.0564298329639606e+17
PD03,1.0568897883235254e+17
TV03,9.576283004934909e+16
X5561,9.573898787004144e+16
X5953,9.576052586187144e+16
X6701,9.575899741129651e+16
X6877,1.0571238919678168e+17
PD03,1.0570926530207514e+17
TV03,1.0566266166356672e+17
X5561,1.0566256600583426e+17
X5953,1.056584634224244e+17
X6701,1.0566230315125037e+17
X6877,1.0565814101765389e+17
PD03,1.0566131830112197e+17
TV03,1.0567444865200346e+17
X5561,1.056769281159728e+17
X5953,1.0567661363989278e+17
X6701,1.0567666526138891e+17
X6877,1.0567579027412243e+17
PD03,1.0567467573397898e+17
TV03,1.0567702377370526e+17
X5561,1.056769281159728e+17
X5953,1.0567471958622763e+17
X6701,1.056731911356527e+17
X6877,1.2226074551092227e+17
PD03,1.222596309707788e+17
TV03,1.2225682876710051e+17
X5561,1.2223813683119746e+17
X5953,1.2225588671512806e+17
X6701,1.2224772399524294e+17
X6877,1.2225828015147376e+17
PD03,1.4037007620321411e+17
TV03,1.402247218311011e+17
X5561,1.4015335392780626e+17
X5953,1.4054857611762352e+17
X6701,1.4049231647757749e+17
X6877,1.4048712978523312e+17
PD03,1.404913674075499e+17
TV03,1.4048513751009032e+17
X5561,1.4007709631749142e+17
X5953,1.4049534781127509e+17
X6701,1.4045637184629552e+17
X6877,1.404601247445799e+17
PD03,1.6138433854005773e+17
TV03,1.612528112690902e+17
X5561,1.610128457014314e+17
X5953,1.617386168653643e+17
X6701,1.6164269988832614e+17
X6877,1.6163350737208806e+17
PD03,1.616238246200983e+17
TV03,1.616339190851879e+17
X5561,1.2202471973760654e+17
X5953,1.2202440526152653e+17
X6701,1.2201917764923381e+17
X6877,1.2202440368223917e+17
PD03,1.2218727283263147e+17
TV03,1.407112316480759e+17
X5561,1.220475237284579e+17
X5953,1.2226928204621856e+17
X6701,1.2222898544872517e+17
X6877,1.2225080019138978e+17
PD03,1.0573787642436856e+17
TV03,1.0570776162223637e+17
X5561,1.0565343782261013e+17
X5953,1.0574936457587997e+17
X6701,1.0574898173910491e+17
X6877,1.0575096873159518e+17
PD03,1.4093858135818157e+17
TV03,1.4081776867273256e+17
X5561,1.220672415593642e+17
X5953,1.398352219416542e+17
X6701,1.2226023244474125e+17
X6877,1.4100533859957477e+17
PD03,1.2235539963151493e+17
TV03,1.2227171594641992e+17
X5561,1.1390779947728856e+17
X5953,1.2238532504709402e+17
X6701,1.2233556167506378e+17
X6877,1.2236667981311184e+17
PD03,1.0575302640081328e+17
TV03,1.0572509909606136e+17
X5561,9.576563481396002e+16
X5953,1.0577534130161309e+17
X6701,1.0576254178200456e+17
X6877,1.0576851596826512e+17
PD03,9.580646322086082e+16
TV03,9.579278544490451e+16
X5561,9.577800460921965e+16
X5953,9.582320535425246e+16
X6701,9.582077866810426e+16
X6877,9.581581982621082e+16
PD03,9.580113102865947e+16
TV03,9.579975106938549e+16
X5561,9.576165824450754e+16
X5953,9.582626224871573e+16
X6701,9.579972209668507e+16
X6877,9.582234735510107e+16
PD03,1.0576980869830421e+17
TV03,1.057329881904819e+17
X5561,1.0567278161294923e+17
X5953,1.0577838385578629e+17
X6701,1.057640684689237e+17
X6877,1.0576314602063656e+17
PD03,1.057469263852816e+17
TV03,1.0573311841264309e+17
X5561,1.0567413238508133e+17
X5953,1.0578224640050846e+17
X6701,1.0576247568851157e+17
X6877,1.0576740889663397e+17
PD03,1.0574522988992734e+17
TV03,1.0570257128468638e+17
X5561,1.0570170890116466e+17
X5953,1.0576121898761027e+17
X6701,1.0575957790039654e+17
X6877,1.057445687546788e+17
PD03,1.2221513452444448e+17
TV03,1.222154732096077e+17
X5561,1.2208274163751126e+17
X5953,1.2231451853927616e+17
X6701,1.2230560714862331e+17
X6877,1.223106037643453e+17
PD03,1.0576942270588379e+17
TV03,1.0573014634017298e+17
X5561,1.0568937018411026e+17
X5953,1.0577910281773962e+17
X6701,1.0576074474123309e+17
X6877,1.0578094717169579e+17
PD03,1.0573907662176792e+17
TV03,1.0572443933774554e+17
X5561,1.0567284159605771e+17
X5953,1.0578292420727282e+17
X6701,1.0576157420485555e+17
X6877,1.0577851426381781e+17
PD03,1.2231620661789853e+17
TV03,1.222255944062532e+17
X5561,1.2209999023741294e+17
X5953,1.2233074425913306e+17
X6701,1.2229409477173818e+17
X6877,1.2230581364741616e+17
PD03,1.2233660516527237e+17
TV03,1.2226606472176667e+17
X5561,1.2214497579312637e+17
X5953,1.2239403896124987e+17
X6701,1.2235561197214538e+17
X6877,1.2238136680816195e+17
PD03,1.0572679929701243e+17
TV03,1.0572498750540704e+17
X5561,1.1386709693619014e+17
X5953,1.057482267146697e+17
X6701,1.057290027998733e+17
X6877,1.057190855610244e+17
PD03,1.1399391330638749e+17
TV03,1.0899291636432328e+17
X5561,1.0899282070659082e+17
X5953,1.0574937884448526e+17
X6701,1.0574943046598139e+17
X6877,1.2230241304098874e+17
PD03,1.4099218509781227e+17
TV03,1.4094218351798966e+17
X5561,1.2214139593391749e+17
X5953,1.2236989370253766e+17
X6701,1.2233187041084954e+17
X6877,1.2234636038396725e+17
PD03,1.223465246790529e+17
TV03,1.2224363404533005e+17
X5561,1.2211239977485418e+17
X5953,1.2235837939861469e+17
X6701,1.2230592980391899e+17
X6877,1.2234952110644552e+17
PD03,1.2230364187385754e+17
TV03,1.2220958829143038e+17
X5561,1.221109982236016e+17
X5953,1.2234306632736698e+17
X6701,1.223431179488631e+17
X6877,1.2229057240696534e+17
PD03,1.0567217992427104e+17
TV03,1.056961299849314e+17
X5561,1.0569603432719893e+17
X5953,1.0569571985111891e+17
X6701,1.0569577147261504e+17
X6877,1.0569571827183157e+17
PD03,1.0569579129976818e+17
TV03,1.0073455968974486e+17
X5561,1.007344640320124e+17
X5953,1.0073414955593238e+17
X6701,1.0073420117742851e+17
X6877,1.0073414797664502e+17
PD03,1.0575284068538862e+17
TV03,1.0573913216983192e+17
X5561,1.0567890026912669e+17
X5953,1.0579108285695386e+17
X6701,1.0576136726470811e+17
X6877,1.0578311768490803e+17
PD03,1.2225043383467555e+17
TV03,1.2222080820157026e+17
X5561,1.2210903595771202e+17
X5953,1.223401898012851e+17
X6701,1.222828422696522e+17
X6877,1.2231680758969794e+17
PD03,1.2232171918223491e+17
TV03,1.4083042581208792e+17
X5561,1.6145029119024883e+17
X5953,1.614467040076622e+17
X6701,1.6144882689702298e+17
X6877,1.621221548936556e+17
PD03,1.6205962166884016e+17
TV03,1.619506507685841e+17
X5561,1.6160637007767584e+17
X5953,1.616060556015958e+17
X6701,1.6222672927899555e+17
X6877,1.6222667607821206e+17
PD03,1.624916998371734e+17
TV03,1.517149034066779e+17
X5561,1.4090941920634973e+17
X5953,1.572887200864385e+17
X6701,1.412437288257007e+17
X6877,1.6248635781764608e+17
PD03,1.2240965080400666e+17
TV03,1.2236042226991906e+17
X5561,1.4091169643101253e+17
X5953,1.4123853254297677e+17
X6701,1.4123948779789197e+17
X6877,1.4122964036330018e+17
PD03,1.0576954863756034e+17
TV03,1.0573396466817725e+17
X5561,1.2212577169796994e+17
X5953,1.2238906364310483e+17
X6701,1.2236252572878603e+17
X6877,1.2238271254964024e+17
PD03,1.0576933231126803e+17
TV03,1.0573905289840294e+17
X5561,1.0569111351360237e+17
X5953,1.0578739567251854e+17
X6701,1.0575968320667525e+17
X6877,1.0578166244712594e+17
PD03,1.2235836706438304e+17
TV03,1.0569558353050549e+17
X5561,1.2210004039699589e+17
X5953,1.2209043854771538e+17
X6701,1.2228478290564088e+17
X6877,1.2232869333265898e+17
PD03,1.2232876636059558e+17
TV03,1.618138658152687e+17
X5561,1.6181574173742086e+17
X5953,1.6181542726134086e+17
X6701,1.61815478882837e+17
X6877,1.618154256820535e+17
PD03,1.618154987099901e+17
TV03,1.6181583739515334e+17
X5561,1.6132425553466893e+17
X5953,1.621468744752749e+17
X6701,1.6204006039019462e+17
X6877,1.6209657181032083e+17
PD03,1.2222056670349426e+17
TV03,1.407714377887708e+17
X5561,1.2202986339948771e+17
X5953,1.2227771548085211e+17
X6701,1.2223482202751158e+17
X6877,1.2226190290442243e+17
PD03,1.2226197593235904e+17
TV03,1.405463430552607e+17
X5561,1.405467677794712e+17
X5953,1.4054645330339118e+17
X6701,1.4054650492488731e+17
X6877,1.4054645172410382e+17
PD03,1.2213091850572486e+17
TV03,1.2209392077314934e+17
X5561,1.2199989019165834e+17
X5953,1.2222078422732322e+17
X6701,1.2219063082909912e+17
X6877,1.2219439427807106e+17
PD03,1.2223044691347851e+17
TV03,1.2218018672102565e+17
X5561,1.2206597416663632e+17
X5953,1.2230138098241389e+17
X6701,1.2226459908569714e+17
X6877,1.2228505265867002e+17
PD03,1.2224803320177611e+17
TV03,1.2218767700227408e+17
X5561,1.2205972698658811e+17
X5953,1.2230357863157691e+17
X6701,1.2226521483337338e+17
X6877,1.222719002840248e+17
PD03,1.2227197331196142e+17
TV03,1.2215887513078709e+17
X5561,1.2215783245174728e+17
X5953,1.221584649969746e+17
X6701,1.2215851661847072e+17
X6877,1.2215846341768725e+17
PD03,1.2215853644562386e+17
TV03,1.2216679197573898e+17
X5561,1.2204447450841686e+17
X5953,1.2228935838352576e+17
X6701,1.2224868652419294e+17
X6877,1.2224863332340947e+17
PD03,1.0567666346146269e+17
TV03,1.0566254291196011e+17
X5561,1.0565845897613382e+17
X5953,1.0576078354447774e+17
X6701,1.0569762070910912e+17
X6877,1.0570523718085995e+17
PD03,1.405509254003522e+17
TV03,1.40498729024557e+17
X5561,1.4042315981468216e+17
X5953,1.4083136555591109e+17
X6701,1.408034392677101e+17
X6877,1.4075449848242635e+17
PD03,1.515559714657292e+17
TV03,1.6169825001769203e+17
X5561,1.2210522941081997e+17
X5953,1.4105786590909576e+17
X6701,1.4099965920716115e+17
X6877,1.4098569869918557e+17
PD03,1.4106555820191453e+17
TV03,1.4096442725921414e+17
X5561,1.4072715304671104e+17
X5953,1.4119347854860245e+17
X6701,1.4111823750830693e+17
X6877,1.4114621251819166e+17
PD03,1.0578347687872432e+17
TV03,1.2225535071902053e+17
X5561,1.0568964201529432e+17
X5953,1.0579104370405094e+17
X6701,1.0576746739788995e+17
X6877,1.0577512358032299e+17
PD03,1.2230017225777504e+17
TV03,1.222714825411463e+17
X5561,1.221471200608472e+17
X5953,1.2239421505824128e+17
X6701,1.223942666797374e+17
X6877,1.2237901554647638e+17
PD03,1.2230814321299826e+17
TV03,1.2226454381730118e+17
X5561,1.0568854400772216e+17
X5953,1.0579706763761213e+17
X6701,1.0579690271818082e+17
X6877,1.0578654298949211e+17
PD03,1.0578464234784309e+17
TV03,9.577936227106968e+16
X5561,9.578926115295675e+16
X5953,9.578894667687674e+16
X6701,9.578899829837286e+16
X6877,9.581514326998752e+16
PD03,1.057104901498736e+17
TV03,1.0566381683480286e+17
X5561,1.056497517561373e+17
X5953,1.0575762800699258e+17
X6701,1.057375947168483e+17
X6877,1.0572589700266397e+17
PD03,1.4099347767964416e+17
TV03,1.4077285750656371e+17
X5561,1.2207957072797294e+17
X5953,1.4102149846014278e+17
X6701,1.4096036587532858e+17
X6877,1.4097931555455064e+17
PD03,1.2225023339251752e+17
TV03,1.2219141092164966e+17
X5561,1.220664354463305e+17
X5953,1.2228974991121158e+17
X6701,1.2225515441610032e+17
X6877,1.2228457198745347e+17
PD03,1.0573936789658098e+17
TV03,1.0570670379854435e+17
X5561,1.0566159474346226e+17
X5953,1.0576672609248282e+17
X6701,1.057514498151209e+17
X6877,1.0575391839199091e+17
PD03,1.0580920505128834e+17
TV03,1.0576062032353347e+17
X5561,1.221373194110004e+17
X5953,1.1409495695793402e+17
X6701,1.140573411702348e+17
X6877,1.1408240765493037e+17
PD03,1.0577893648208341e+17
TV03,1.057455815683617e+17
X5561,1.0574548591062923e+17
X5953,1.0580441431408581e+17
X6701,1.0580446593558194e+17
X6877,1.0579757396097424e+17
PD03,1.0579835780062752e+17
TV03,1.0579869648579074e+17
X5561,1.0579860082805827e+17
X5953,1.0579828635197826e+17
X6701,1.0579740023372758e+17
X6877,1.0579828477269091e+17
PD03,1.2229300907515429e+17
TV03,1.2223947600451789e+17
X5561,1.4063304649557483e+17
X5953,1.2236483611291157e+17
X6701,1.4103006364361683e+17
X6877,1.2234554051036093e+17
PD03,1.6197844090399536e+17
TV03,1.6173961001195626e+17
X5561,1.614159556347301e+17
X5953,1.6214739056045325e+17
